aqi,city,co,lat,lon,nh3,no,no2,pm10,pm2_5,so2,timestamp_utc
3,Milan,1068.12,45.464,9.19,2.79,8.27,27.42,50.59,49.72,0.83,2023-12-31 17:00:00
4,Milan,1054.76,45.464,9.19,2.91,7.15,28.45,51.18,50.37,0.87,2023-12-31 18:00:00
3,Milan,1081.47,45.464,9.19,2.91,7.38,29.82,50.14,49.4,1,2023-12-31 19:00:00
4,Milan,1201.63,45.464,9.19,2.94,12.52,31.19,52.14,51.33,1.36,2023-12-31 20:00:00
4,Milan,1415.25,45.464,9.19,3.07,22.35,35.99,57.06,56.11,1.91,2023-12-31 21:00:00
4,Milan,1575.47,45.464,9.19,2.75,29.95,42.84,59.97,58.9,2.15,2023-12-31 22:00:00
4,Milan,1508.71,45.464,9.19,2.09,28.61,43.87,55.66,54.71,1.68,2023-12-31 23:00:00
3,Milan,1401.9,45.464,9.19,1.9,24.36,40.44,50.73,49.91,1.28,2024-01-01 00:00:00
4,Milan,1361.85,45.464,9.19,2.03,23.92,35.3,50.95,50.13,1.06,2024-01-01 01:00:00
4,Milan,1375.2,45.464,9.19,2.03,25.03,31.53,53.38,52.52,0.91,2024-01-01 02:00:00
4,Milan,1388.55,45.464,9.19,1.93,25.7,29.13,54.65,53.78,0.77,2024-01-01 03:00:00
4,Milan,1388.55,45.464,9.19,1.79,24.59,28.45,53.57,52.75,0.7,2024-01-01 04:00:00
4,Milan,1321.79,45.464,9.19,1.69,19.89,31.19,51.24,50.39,0.8,2024-01-01 05:00:00
4,Milan,1308.44,45.464,9.19,2.06,20.34,33.59,51.19,50.08,1.4,2024-01-01 06:00:00
3,Milan,1321.79,45.464,9.19,2.44,23.25,36.33,50.56,49.12,1.94,2024-01-01 07:00:00
3,Milan,1348.5,45.464,9.19,2.82,26.6,38.04,49.29,47.55,2.24,2024-01-01 08:00:00
3,Milan,1375.2,45.464,9.19,3.23,29.5,39.07,48.15,45.97,2.41,2024-01-01 09:00:00
3,Milan,1335.14,45.464,9.19,3.36,27.05,40.44,45.23,42.97,2.29,2024-01-01 10:00:00
3,Milan,1281.74,45.464,9.19,3.55,23.47,41.13,42.86,40.6,2.18,2024-01-01 11:00:00
3,Milan,1241.68,45.464,9.19,4.12,20.79,41.47,41.64,39.32,2.12,2024-01-01 12:00:00
3,Milan,1028.06,45.464,9.19,4.12,13.19,38.39,33.7,31.5,1.97,2024-01-01 13:00:00
3,Milan,1001.36,45.464,9.19,4.69,9.5,45.24,33.27,30.92,2.12,2024-01-01 14:00:00
3,Milan,1068.12,45.464,9.19,5.32,9.5,52.78,34.9,32.37,2.38,2024-01-01 15:00:00
4,Milan,1708.98,45.464,9.19,8.87,49.17,61.69,57.47,53.96,4.59,2024-01-01 16:00:00
5,Milan,3017.43,45.464,9.19,17.99,132.32,71.29,108.19,102.76,9.66,2024-01-01 17:00:00
5,Milan,4539.49,45.464,9.19,29.89,227.09,83.63,173.7,165.65,16.45,2024-01-01 18:00:00
5,Milan,5714.42,45.464,9.19,40.53,296.83,94.59,231.52,220.33,21.7,2024-01-01 19:00:00
5,Milan,6141.66,45.464,9.19,42.56,314.71,95.96,255.47,241.72,21.7,2024-01-01 20:00:00
5,Milan,6141.66,45.464,9.19,36.48,303.98,91.85,257.96,242.59,17.4,2024-01-01 21:00:00
5,Milan,5821.23,45.464,9.19,21.53,278.95,85.68,245.22,229.38,10.37,2024-01-01 22:00:00
5,Milan,5447.39,45.464,9.19,14.57,253.92,80.88,228.93,213.55,6.74,2024-01-01 23:00:00
5,Milan,5340.58,45.464,9.19,11.53,243.19,78.83,221.5,206.59,5.36,2024-01-02 00:00:00
5,Milan,5554.2,45.464,9.19,9.88,257.49,81.57,228.08,215.26,5.13,2024-01-02 01:00:00
5,Milan,5874.63,45.464,9.19,8.49,271.8,87.05,239.31,229.87,4.59,2024-01-02 02:00:00
5,Milan,6195.07,45.464,9.19,9.5,289.68,93.22,249.65,243.88,4.41,2024-01-02 03:00:00
5,Milan,6141.66,45.464,9.19,11.15,278.95,98.71,240.21,235.44,4.47,2024-01-02 04:00:00
5,Milan,6088.26,45.464,9.19,9.25,268.22,98.71,229.18,224.69,3.67,2024-01-02 05:00:00
5,Milan,5928.04,45.464,9.19,8.23,261.07,94.59,216.55,213.02,3.7,2024-01-02 06:00:00
5,Milan,5607.6,45.464,9.19,8.49,243.19,90.48,203.04,199.6,4.35,2024-01-02 07:00:00
5,Milan,5447.39,45.464,9.19,8.36,232.46,89.11,195.74,192.25,4.95,2024-01-02 08:00:00
5,Milan,5180.36,45.464,9.19,8.49,216.36,87.05,189.66,185.58,5.72,2024-01-02 09:00:00
5,Milan,4646.3,45.464,9.19,7.22,184.18,84.31,169.5,165.36,5.25,2024-01-02 10:00:00
5,Milan,4219.06,45.464,9.19,6.33,160.93,82.25,154.72,150.17,4.65,2024-01-02 11:00:00
5,Milan,3845.21,45.464,9.19,6.02,141.26,80.88,143.35,138.28,4.17,2024-01-02 12:00:00
5,Milan,3417.97,45.464,9.19,6.02,116.23,79.51,128.58,123.1,3.76,2024-01-02 13:00:00
5,Milan,3097.53,45.464,9.19,6.02,97.45,78.14,117.23,111.34,3.4,2024-01-02 14:00:00
5,Milan,2803.8,45.464,9.19,5.95,81.36,76.77,107.61,101.42,3.13,2024-01-02 15:00:00
5,Milan,2883.91,45.464,9.19,5.83,92.09,74.03,110.53,103.94,3.43,2024-01-02 16:00:00
5,Milan,3391.27,45.464,9.19,5.95,130.53,71.97,128.81,121.58,4.29,2024-01-02 17:00:00
5,Milan,4112.24,45.464,9.19,6.97,184.18,71.29,156.21,148.17,5.54,2024-01-02 18:00:00
5,Milan,5287.17,45.464,9.19,8.11,264.64,74.71,204.58,195.14,7.03,2024-01-02 19:00:00
5,Milan,6355.29,45.464,9.19,8.61,336.17,79.51,252.05,241.1,7.57,2024-01-02 20:00:00
5,Milan,6835.94,45.464,9.19,9.5,368.36,80.2,275.56,263.33,7.75,2024-01-02 21:00:00
5,Milan,6355.29,45.464,9.19,8.74,339.75,74.71,261.5,249.38,6.62,2024-01-02 22:00:00
5,Milan,5393.98,45.464,9.19,5.89,282.53,65.12,224.45,213.49,4.35,2024-01-02 23:00:00
5,Milan,4539.49,45.464,9.19,4.5,228.88,58.26,191.61,181.58,3.07,2024-01-03 00:00:00
5,Milan,3578.19,45.464,9.19,4.31,162.72,54.15,150.99,142.24,2.47,2024-01-03 01:00:00
5,Milan,3044.13,45.464,9.19,4.31,123.38,53.47,127.71,119.77,2.18,2024-01-03 02:00:00
5,Milan,2723.69,45.464,9.19,4.37,99.24,53.47,113.64,106.17,2.06,2024-01-03 03:00:00
5,Milan,2403.26,45.464,9.19,4.02,70.63,54.84,98.74,91.91,1.94,2024-01-03 04:00:00
5,Milan,2243.04,45.464,9.19,3.45,58.11,54.84,91.02,85,1.82,2024-01-03 05:00:00
5,Milan,2136.23,45.464,9.19,3.99,53.64,53.47,83.54,78.51,2.38,2024-01-03 06:00:00
4,Milan,2136.23,45.464,9.19,4.56,59.9,49.35,78.88,74.49,3.1,2024-01-03 07:00:00
4,Milan,2189.64,45.464,9.19,5,65.27,46.61,77.38,73.17,3.58,2024-01-03 08:00:00
4,Milan,2216.34,45.464,9.19,5.32,67.06,45.24,74.97,70.88,3.81,2024-01-03 09:00:00
4,Milan,1869.2,45.464,9.19,4.94,51.86,44.55,59.59,56.02,3.25,2024-01-03 10:00:00
3,Milan,1522.06,45.464,9.19,4.75,34.87,41.81,49.39,46.31,2.65,2024-01-03 11:00:00
3,Milan,1268.39,45.464,9.19,4.62,22.58,39.76,43.54,40.93,2.21,2024-01-03 12:00:00
3,Milan,1001.36,45.464,9.19,4.02,12.41,35.64,35.93,33.93,1.8,2024-01-03 13:00:00
3,Milan,934.6,45.464,9.19,4.05,8.72,35.64,33.45,31.57,1.7,2024-01-03 14:00:00
3,Milan,881.2,45.464,9.19,3.96,5.09,38.73,30.77,28.96,1.64,2024-01-03 15:00:00
3,Milan,1241.68,45.464,9.19,5,15.42,59.63,42.31,40.01,2.62,2024-01-03 16:00:00
4,Milan,2002.72,45.464,9.19,6.08,66.16,58.95,68.87,65.55,4.11,2024-01-03 17:00:00
5,Milan,3097.53,45.464,9.19,8.11,137.69,61.69,109.05,104.37,6.2,2024-01-03 18:00:00
5,Milan,4539.49,45.464,9.19,11.53,228.88,69.23,165.1,158.68,8.7,2024-01-03 19:00:00
5,Milan,5714.42,45.464,9.19,14.95,303.98,77.46,215.19,207.14,10.97,2024-01-03 20:00:00
5,Milan,6675.72,45.464,9.19,20.27,361.2,87.05,258.73,249.17,13.83,2024-01-03 21:00:00
5,Milan,7263.18,45.464,9.19,24.57,393.39,94.59,286.26,275.42,15.97,2024-01-03 22:00:00
5,Milan,7156.37,45.464,9.19,24.32,386.24,97.33,286.56,275.14,14.54,2024-01-03 23:00:00
5,Milan,6782.53,45.464,9.19,22.55,357.63,95.96,273.05,261.39,12.4,2024-01-04 00:00:00
5,Milan,6088.26,45.464,9.19,18.49,307.56,90.48,247.47,235.93,9.3,2024-01-04 01:00:00
5,Milan,5126.95,45.464,9.19,11.65,243.19,80.88,209.46,198.96,5.66,2024-01-04 02:00:00
5,Milan,4219.06,45.464,9.19,7.22,177.03,73.34,171.32,162.56,3.61,2024-01-04 03:00:00
5,Milan,3417.97,45.464,9.19,4.88,121.59,67.17,138.25,131.29,2.47,2024-01-04 04:00:00
5,Milan,2777.1,45.464,9.19,4.02,78.68,61.69,109.17,103.7,1.91,2024-01-04 05:00:00
5,Milan,2349.85,45.464,9.19,4.81,61.69,54.15,89.55,84.98,2.41,2024-01-04 06:00:00
4,Milan,1922.61,45.464,9.19,5.45,52.3,45.24,72.92,69.08,2.68,2024-01-04 07:00:00
4,Milan,1789.09,45.464,9.19,5.26,53.2,40.44,68.53,64.78,2.92,2024-01-04 08:00:00
4,Milan,1655.58,45.464,9.19,4.88,48.28,37.7,65.05,61.23,3.01,2024-01-04 09:00:00
4,Milan,1361.85,45.464,9.19,4.31,32.19,37.01,56.41,52.74,2.71,2024-01-04 10:00:00
4,Milan,1228.33,45.464,9.19,4.62,24.81,35.99,53.55,50.12,2.65,2024-01-04 11:00:00
3,Milan,1174.93,45.464,9.19,4.94,19.67,37.7,52.45,49.3,2.62,2024-01-04 12:00:00
3,Milan,1255.04,45.464,9.19,5.38,21.46,43.53,51.99,49.11,2.89,2024-01-04 13:00:00
4,Milan,1522.06,45.464,9.19,6.27,34.42,54.15,57.3,54.22,3.58,2024-01-04 14:00:00
4,Milan,1815.8,45.464,9.19,6.9,52.3,59.63,62.69,59.16,4.23,2024-01-04 15:00:00
4,Milan,2189.64,45.464,9.19,7.35,78.68,61.69,72.67,68.51,4.83,2024-01-04 16:00:00
5,Milan,2670.29,45.464,9.19,6.84,110.86,62.38,87.73,82.91,5.07,2024-01-04 17:00:00
5,Milan,3177.64,45.464,9.19,6.52,143.05,63.75,108.14,102.7,5.48,2024-01-04 18:00:00
5,Milan,3791.81,45.464,9.19,6.46,178.81,66.49,135.13,128.89,6.02,2024-01-04 19:00:00
5,Milan,4432.68,45.464,9.19,6.71,214.58,71.29,163.97,156.68,6.38,2024-01-04 20:00:00
5,Milan,5126.95,45.464,9.19,7.73,253.92,76.77,195.89,187.27,6.97,2024-01-04 21:00:00
5,Milan,5714.42,45.464,9.19,7.09,286.1,81.57,222.84,213.17,6.32,2024-01-04 22:00:00
5,Milan,5981.45,45.464,9.19,4.18,300.41,82.94,239.86,229.95,3.73,2024-01-04 23:00:00
5,Milan,5554.2,45.464,9.19,3.07,271.8,77.46,229.15,219.47,2,2024-01-05 00:00:00
5,Milan,4165.65,45.464,9.19,3.26,185.97,63.06,177.3,168.44,1.21,2024-01-05 01:00:00
5,Milan,2964.02,45.464,9.19,3.42,103.71,53.47,130.68,123.1,0.93,2024-01-05 02:00:00
5,Milan,2189.64,45.464,9.19,3.55,49.62,50.04,97.41,91.69,0.83,2024-01-05 03:00:00
4,Milan,1682.28,45.464,9.19,3.61,22.13,49.35,74.39,70.12,0.8,2024-01-05 04:00:00
4,Milan,1428.6,45.464,9.19,3.04,11.96,47.98,66.88,63.43,0.89,2024-01-05 05:00:00
4,Milan,1428.6,45.464,9.19,3.17,12.96,46.61,73.92,71.17,1.36,2024-01-05 06:00:00
4,Milan,1255.04,45.464,9.19,2.5,6.71,43.18,72.87,71.1,1.36,2024-01-05 07:00:00
4,Milan,1108.17,45.464,9.19,2.28,2.88,40.1,63.78,62.52,1.33,2024-01-05 08:00:00
4,Milan,947.95,45.464,9.19,2.18,0.98,33.24,52.31,51.32,1.19,2024-01-05 09:00:00
3,Milan,801.09,45.464,9.19,2.06,0.31,25.36,44.68,43.89,1,2024-01-05 10:00:00
3,Milan,761.03,45.464,9.19,2.15,0.28,22.96,43.39,42.59,0.97,2024-01-05 11:00:00
3,Milan,781.06,45.464,9.19,2.25,0.35,24.68,44.8,43.97,1.04,2024-01-05 12:00:00
3,Milan,961.3,45.464,9.19,2.63,2.65,38.73,47.27,46.12,1.59,2024-01-05 13:00:00
3,Milan,1281.74,45.464,9.19,2.91,14.31,55.52,50.07,48.2,2.29,2024-01-05 14:00:00
3,Milan,1575.47,45.464,9.19,2.79,28.39,70.6,50.45,47.75,2.74,2024-01-05 15:00:00
3,Milan,1615.52,45.464,9.19,2.66,36.21,77.46,45.39,42.62,2.83,2024-01-05 16:00:00
3,Milan,1735.69,45.464,9.19,3.01,44.7,78.83,46.81,44.28,3.16,2024-01-05 17:00:00
4,Milan,2029.42,45.464,9.19,3.61,51.86,82.25,55.44,52.93,3.73,2024-01-05 18:00:00
4,Milan,2349.85,45.464,9.19,3.93,61.69,83.63,65.21,62.56,4.11,2024-01-05 19:00:00
4,Milan,2510.07,45.464,9.19,3.7,67.95,79.51,67.74,65.18,4.05,2024-01-05 20:00:00
4,Milan,2189.64,45.464,9.19,3.13,55.43,72.66,54.82,52.61,3.43,2024-01-05 21:00:00
3,Milan,1295.09,45.464,9.19,2.06,15.42,63.75,28.55,27.06,2.15,2024-01-05 22:00:00
2,Milan,907.9,45.464,9.19,1.42,1.61,50.04,17.81,16.7,1.36,2024-01-05 23:00:00
2,Milan,667.57,45.464,9.19,1.04,0.04,31.53,11.55,10.7,0.85,2024-01-06 00:00:00
1,Milan,574.11,45.464,9.19,1.01,0.01,24.33,9.04,8.34,0.69,2024-01-06 01:00:00
1,Milan,574.11,45.464,9.19,1.14,0.02,24.33,8.98,8.28,0.71,2024-01-06 02:00:00
1,Milan,607.49,45.464,9.19,1.27,0.04,26.39,9.88,9.14,0.75,2024-01-06 03:00:00
2,Milan,647.54,45.464,9.19,1.41,0.1,29.13,11.14,10.32,0.78,2024-01-06 04:00:00
2,Milan,674.25,45.464,9.19,1.66,0.22,30.85,12.39,11.51,0.85,2024-01-06 05:00:00
2,Milan,774.38,45.464,9.19,2.34,1.54,38.04,15.78,14.86,1.28,2024-01-06 06:00:00
2,Milan,867.84,45.464,9.19,2.79,5.7,39.76,19.31,18.27,1.58,2024-01-06 07:00:00
2,Milan,961.3,45.464,9.19,2.88,10.06,37.01,24.11,22.93,1.68,2024-01-06 08:00:00
3,Milan,1001.36,45.464,9.19,2.75,11.85,35.3,27.92,26.72,1.61,2024-01-06 09:00:00
3,Milan,947.95,45.464,9.19,2.6,9.72,33.24,29.17,27.93,1.37,2024-01-06 10:00:00
3,Milan,934.6,45.464,9.19,2.63,9.28,31.53,30.22,28.82,1.3,2024-01-06 11:00:00
3,Milan,921.25,45.464,9.19,2.69,9.61,30.85,29.98,28.49,1.31,2024-01-06 12:00:00
3,Milan,907.9,45.464,9.19,2.75,9.28,31.53,28.38,26.84,1.37,2024-01-06 13:00:00
3,Milan,921.25,45.464,9.19,2.98,9.72,34.62,29.25,27.56,1.45,2024-01-06 14:00:00
3,Milan,921.25,45.464,9.19,3.04,9.83,35.99,29.21,27.36,1.43,2024-01-06 15:00:00
3,Milan,988.01,45.464,9.19,3.2,16.32,35.64,31.33,29.22,1.61,2024-01-06 16:00:00
3,Milan,1134.87,45.464,9.19,3.48,30.4,33.93,36.62,34.16,1.97,2024-01-06 17:00:00
3,Milan,1321.79,45.464,9.19,3.86,45.15,32.9,42.93,40.41,2.41,2024-01-06 18:00:00
3,Milan,1522.06,45.464,9.19,3.99,57.22,33.59,49.56,47.17,2.74,2024-01-06 19:00:00
4,Milan,1949.31,45.464,9.19,3.96,80.47,37.01,62.99,60.97,3.19,2024-01-06 20:00:00
5,Milan,2937.32,45.464,9.19,4.37,137.69,45.24,98.18,96.23,3.99,2024-01-06 21:00:00
5,Milan,4165.65,45.464,9.19,4.37,207.42,54.84,145.13,143.03,4.17,2024-01-06 22:00:00
5,Milan,4753.11,45.464,9.19,3.36,239.61,57.58,168.61,166.33,3.04,2024-01-06 23:00:00
5,Milan,4699.71,45.464,9.19,2.94,236.03,56.89,166.76,164.34,2.24,2024-01-07 00:00:00
5,Milan,4272.46,45.464,9.19,2.85,207.42,54.84,147.08,144.6,1.82,2024-01-07 01:00:00
5,Milan,3471.37,45.464,9.19,2.66,160.93,51.41,117.01,114.77,1.51,2024-01-07 02:00:00
5,Milan,2750.4,45.464,9.19,2.56,114.44,47.98,88.02,86.07,1.3,2024-01-07 03:00:00
4,Milan,2296.45,45.464,9.19,2.53,84.04,46.61,70.04,68.24,1.22,2024-01-07 04:00:00
4,Milan,2216.34,45.464,9.19,2.63,76,47.3,66.76,65.12,1.42,2024-01-07 05:00:00
5,Milan,2510.07,45.464,9.19,3.61,93.88,49.35,78.12,76.49,2.38,2024-01-07 06:00:00
5,Milan,2803.8,45.464,9.19,4.05,112.65,51.41,89.24,87.6,2.98,2024-01-07 07:00:00
5,Milan,2910.61,45.464,9.19,3.8,123.38,51.41,92.69,90.99,3.16,2024-01-07 08:00:00
5,Milan,2830.51,45.464,9.19,3.64,118.02,50.72,87.15,85.14,3.16,2024-01-07 09:00:00
4,Milan,2376.56,45.464,9.19,3.67,92.09,47.98,70.65,67.88,2.86,2024-01-07 10:00:00
4,Milan,2269.74,45.464,9.19,3.61,84.94,46.61,67.33,64.07,2.86,2024-01-07 11:00:00
4,Milan,2429.96,45.464,9.19,3.83,89.41,47.3,73.24,69.6,3.07,2024-01-07 12:00:00
5,Milan,2616.88,45.464,9.19,4.24,99.24,51.41,82.63,78.55,3.31,2024-01-07 13:00:00
5,Milan,2696.99,45.464,9.19,3.86,105.5,52.78,88.16,83.79,3.13,2024-01-07 14:00:00
4,Milan,2323.15,45.464,9.19,3.42,89.41,49.35,75.65,71.46,2.53,2024-01-07 15:00:00
4,Milan,1976.01,45.464,9.19,3.51,76.89,45.24,63.55,59.59,2.32,2024-01-07 16:00:00
4,Milan,2029.42,45.464,9.19,5,84.04,44.55,65.46,61.15,2.86,2024-01-07 17:00:00
4,Milan,2243.04,45.464,9.19,7.35,96.56,45.24,74.18,69.29,3.78,2024-01-07 18:00:00
5,Milan,2456.67,45.464,9.19,7.79,105.5,45.93,80.91,75.73,4.35,2024-01-07 19:00:00
5,Milan,2563.48,45.464,9.19,6.78,110.86,45.93,83.62,78.49,4.29,2024-01-07 20:00:00
5,Milan,2643.59,45.464,9.19,6.27,113.55,45.93,85.5,80.38,4.23,2024-01-07 21:00:00
4,Milan,2483.37,45.464,9.19,5.45,102.82,45.24,78.79,73.96,3.67,2024-01-07 22:00:00
4,Milan,2162.93,45.464,9.19,4.31,81.36,45.93,66.95,62.7,2.62,2024-01-07 23:00:00
4,Milan,1895.9,45.464,9.19,3.86,64.37,46.61,56.1,52.37,2.18,2024-01-08 00:00:00
3,Milan,1522.06,45.464,9.19,3.55,45.6,43.87,40.53,37.65,1.86,2024-01-08 01:00:00
2,Milan,1121.52,45.464,9.19,3.23,27.05,38.39,25.72,23.65,1.53,2024-01-08 02:00:00
2,Milan,847.82,45.464,9.19,3.1,14.08,32.9,16.19,14.62,1.34,2024-01-08 03:00:00
2,Milan,787.73,45.464,9.19,3.32,11.29,30.16,13.79,12.31,1.4,2024-01-08 04:00:00
2,Milan,974.66,45.464,9.19,4.37,22.8,30.5,19.72,17.92,1.97,2024-01-08 05:00:00
3,Milan,1708.98,45.464,9.19,8.23,67.06,35.3,44.71,41.77,4.47,2024-01-08 06:00:00
5,Milan,2857.21,45.464,9.19,12.79,141.26,42.16,88.55,83.72,7.57,2024-01-08 07:00:00
5,Milan,3738.4,45.464,9.19,11.15,200.27,45.24,125.66,119.02,7.87,2024-01-08 08:00:00
5,Milan,3845.21,45.464,9.19,7.98,203.85,42.84,133.73,125.93,6.38,2024-01-08 09:00:00
4,Milan,2376.56,45.464,9.19,6.08,99.24,37.7,78.8,72.34,3.07,2024-01-08 10:00:00
4,Milan,1895.9,45.464,9.19,5.64,65.27,33.93,62.05,56.23,2.21,2024-01-08 11:00:00
3,Milan,1562.12,45.464,9.19,5.57,46.94,30.5,51.1,46.04,1.82,2024-01-08 12:00:00
2,Milan,907.9,45.464,9.19,3.58,13.86,30.16,26.57,23.8,1.39,2024-01-08 13:00:00
2,Milan,794.41,45.464,9.19,3.8,8.38,29.82,22.61,20.1,1.51,2024-01-08 14:00:00
2,Milan,714.3,45.464,9.19,4.18,4.64,31.53,19.11,16.72,1.56,2024-01-08 15:00:00
2,Milan,680.92,45.464,9.19,4.5,2.21,36.33,16.78,14.56,1.7,2024-01-08 16:00:00
2,Milan,707.63,45.464,9.19,4.69,2.88,39.41,16.18,14.08,1.89,2024-01-08 17:00:00
2,Milan,754.36,45.464,9.19,4.69,4.69,40.78,16.86,14.79,2.18,2024-01-08 18:00:00
2,Milan,754.36,45.464,9.19,4.81,4.69,38.73,16.46,14.4,2.26,2024-01-08 19:00:00
2,Milan,680.92,45.464,9.19,5.38,2.18,35.3,14.22,12.34,2.15,2024-01-08 20:00:00
1,Milan,574.11,45.464,9.19,6.02,0.51,29.47,11.4,9.82,1.94,2024-01-08 21:00:00
1,Milan,433.92,45.464,9.19,5.51,0.03,18.16,7.38,6.19,1.52,2024-01-08 22:00:00
1,Milan,370.5,45.464,9.19,5,0,12.51,5.87,4.84,1.28,2024-01-08 23:00:00
1,Milan,353.81,45.464,9.19,4.88,0,10.8,5.7,4.73,1.24,2024-01-09 00:00:00
3,Milan,1388.55,45.464,9.19,5.45,33.08,41.13,48.97,44.08,1.83,2024-01-10 01:00:00
3,Milan,1201.63,45.464,9.19,5.51,23.92,38.73,42.62,38.31,1.76,2024-01-10 02:00:00
3,Milan,1014.71,45.464,9.19,5.89,13.19,40.1,35.92,32.34,1.94,2024-01-10 03:00:00
2,Milan,774.38,45.464,9.19,5.32,1.69,40.1,27.28,24.48,2.26,2024-01-10 04:00:00
3,Milan,867.84,45.464,9.19,5.83,4.64,43.18,30.28,27.36,2.5,2024-01-10 05:00:00
3,Milan,1201.63,45.464,9.19,7.22,23.69,45.93,41.9,38.52,3.7,2024-01-10 06:00:00
4,Milan,1575.47,45.464,9.19,9.37,47.39,46.61,55.46,51.43,4.95,2024-01-10 07:00:00
4,Milan,1762.39,45.464,9.19,11.65,59.9,46.61,62.39,57.84,5.72,2024-01-10 08:00:00
4,Milan,1735.69,45.464,9.19,12.92,58.11,47.3,60.73,56.01,5.9,2024-01-10 09:00:00
3,Milan,807.76,45.464,9.19,6.9,6.82,40.44,32.16,29.02,3.93,2024-01-10 10:00:00
2,Milan,614.17,45.464,9.19,6.9,2.85,28.1,25.86,23,3.25,2024-01-10 11:00:00
2,Milan,567.44,45.464,9.19,7.79,2.26,23.65,23.51,20.86,2.86,2024-01-10 12:00:00
2,Milan,554.08,45.464,9.19,7.54,1.98,23.65,21.57,19.15,2.62,2024-01-10 13:00:00
2,Milan,560.76,45.464,9.19,7.85,1.54,25.36,20.46,18.07,2.41,2024-01-10 14:00:00
2,Milan,567.44,45.464,9.19,8.49,0.87,27.42,19.5,17.05,2.24,2024-01-10 15:00:00
3,Milan,881.2,45.464,9.19,12.16,11.51,44.55,29.94,26.76,2.98,2024-01-10 16:00:00
3,Milan,1388.55,45.464,9.19,15.83,44.7,46.61,48.33,44.08,4.05,2024-01-10 17:00:00
4,Milan,1922.61,45.464,9.19,15.58,76.89,46.61,67.72,62.48,5.42,2024-01-10 18:00:00
5,Milan,2323.15,45.464,9.19,14.82,95.67,47.98,81.89,76.01,6.32,2024-01-10 19:00:00
5,Milan,2456.67,45.464,9.19,13.55,99.24,48.67,86.11,80,6.08,2024-01-10 20:00:00
5,Milan,2670.29,45.464,9.19,14.06,107.29,50.72,92.34,86.17,6.44,2024-01-10 21:00:00
5,Milan,2910.61,45.464,9.19,14.31,119.81,52.78,100.25,93.85,6.5,2024-01-10 22:00:00
5,Milan,3284.45,45.464,9.19,14.95,141.26,55.52,114.41,107.66,7.03,2024-01-10 23:00:00
5,Milan,3898.62,45.464,9.19,20.27,178.81,60.32,140.66,133.33,9.66,2024-01-11 00:00:00
5,Milan,4699.71,45.464,9.19,25.08,227.09,69.23,176.81,168.66,12.52,2024-01-11 01:00:00
5,Milan,5180.36,45.464,9.19,18.75,253.92,76.09,202.92,194.08,10.37,2024-01-11 02:00:00
5,Milan,5340.58,45.464,9.19,11.27,261.07,79.51,213.68,204.6,6.97,2024-01-11 03:00:00
5,Milan,5180.36,45.464,9.19,8.49,250.34,80.2,214.04,204.95,5.3,2024-01-11 04:00:00
5,Milan,5073.55,45.464,9.19,12.92,239.61,79.51,211.73,202.76,6.26,2024-01-11 05:00:00
5,Milan,5393.98,45.464,9.19,23.81,253.92,81.57,224.04,214.84,10.37,2024-01-11 06:00:00
5,Milan,6034.85,45.464,9.19,35.97,289.68,86.37,247.14,237.36,15.14,2024-01-11 07:00:00
5,Milan,6568.91,45.464,9.19,38,321.87,90.48,266.05,255.92,16.21,2024-01-11 08:00:00
5,Milan,6942.75,45.464,9.19,23.81,339.75,95.96,278.96,268.95,12.99,2024-01-11 09:00:00
5,Milan,5447.39,45.464,9.19,12.67,250.34,94.59,225.07,217.03,8.46,2024-01-11 10:00:00
5,Milan,4859.92,45.464,9.19,8.74,200.27,109.67,213.06,205.78,6.79,2024-01-11 11:00:00
5,Milan,4219.06,45.464,9.19,6.71,148.42,123.38,203.48,196.85,5.66,2024-01-11 12:00:00
5,Milan,1508.71,45.464,9.19,1.99,29.06,60.32,79.73,76.87,2.89,2024-01-11 13:00:00
4,Milan,1174.93,45.464,9.19,2.12,16.32,50.04,65.87,63.51,2.62,2024-01-11 14:00:00
4,Milan,1094.82,45.464,9.19,2.79,10.62,51.41,61.7,59.31,2.5,2024-01-11 15:00:00
4,Milan,1428.6,45.464,9.19,5.45,26.15,65.12,74.04,70.9,3.46,2024-01-11 16:00:00
5,Milan,2082.82,45.464,9.19,8.87,71.53,65.12,101.3,96.93,5.13,2024-01-11 17:00:00
5,Milan,2883.91,45.464,9.19,12.79,119.81,67.17,133.42,127.71,7.39,2024-01-11 18:00:00
5,Milan,3845.21,45.464,9.19,18.49,173.45,73.34,171.17,164.24,10.73,2024-01-11 19:00:00
5,Milan,4806.52,45.464,9.19,24.32,227.09,78.83,206.24,198.44,14.19,2024-01-11 20:00:00
5,Milan,5607.6,45.464,9.19,30.91,275.37,84.31,237.08,228.58,18.12,2024-01-11 21:00:00
5,Milan,5874.63,45.464,9.19,34.96,289.68,85.68,247.93,239.08,19.55,2024-01-11 22:00:00
5,Milan,5554.2,45.464,9.19,33.44,271.8,82.94,234.88,226.26,16.93,2024-01-11 23:00:00
5,Milan,5233.76,45.464,9.19,30.4,250.34,79.51,222.84,214.46,13.95,2024-01-12 00:00:00
5,Milan,4859.92,45.464,9.19,26.6,223.52,74.71,210.25,202.22,10.97,2024-01-12 01:00:00
5,Milan,4379.27,45.464,9.19,22.8,187.75,67.86,191.65,184.38,7.99,2024-01-12 02:00:00
